date,region,temperature,rainfall,co2,sea_level,year,month,season,decade,temp_rolling_12,rain_rolling_12,z_score,anomaly
2021-10-01,East,19.751873762615634,107.58242445972462,422.5389085410368,9.644963050460175,2021,10,Autumn,2020,25.150406281815318,95.86932342505459,-0.897042665666589,False
2021-11-01,East,22.055623952172738,120.35594564782924,423.5040716210473,8.877675822559686,2021,11,Autumn,2020,25.266694866391944,95.3004685171383,-0.5206928490284386,False
2021-12-01,East,25.11168102293416,116.38458557484708,424.4835486587561,8.774822851416234,2021,12,Winter,2020,25.261895136528896,95.27687681230469,-0.0214431806267184,False
2022-01-01,East,29.131499228257937,124.6660877821262,422.2508874611656,8.788726834185557,2022,1,Winter,2020,25.149808636067622,95.84325089507774,0.6352503494921653,False
2022-02-01,East,32.01759069172559,134.00900497934282,420.3609012755035,9.027419968303096,2022,2,Winter,2020,25.029221624245647,96.76109595421269,1.1067337585877493,False
2022-03-01,East,31.321940672490648,116.3562610117323,421.9246981513028,9.820663545690342,2022,3,Spring,2020,25.116290697197943,98.76488120077188,0.9930895977016561,False
2022-04-01,East,31.5774381596738,94.28056888986968,420.9680887081,9.629635423955872,2022,4,Spring,2020,25.109007603839228,99.76763519187442,1.034828685945149,False
2022-05-01,East,31.19268893998732,70.3910783364913,425.5269220160879,9.414208428313607,2022,5,Spring,2020,25.549632772761058,100.81305326815512,0.9719745193184646,False
2022-06-01,East,25.353685362875996,74.4698084010471,423.878728905655,9.89805157343563,2022,6,Summer,2020,25.766942345025726,100.81457824800503,0.018091613282623153,False
2022-07-01,East,22.13985528436617,71.68059103517558,420.9562995319104,9.443990358698278,2022,7,Summer,2020,25.564753450728148,101.89917887996866,-0.5069324827483256,False
2022-08-01,East,19.25442190585005,82.93379451924157,420.8295573864313,9.495977565530138,2022,8,Summer,2020,25.754814716568916,100.72743597314395,-0.9783083844622656,False
2022-09-01,East,18.088645068059066,107.1696886268132,415.4453016390108,10.57405378475326,2022,9,Autumn,2020,25.583078670917427,101.6899866053534,-1.1687543369498434,False
2022-10-01,East,17.680764383503053,111.01400093268172,428.6732622072608,9.474747440542195,2022,10,Autumn,2020,25.41048622265804,101.97595131143315,-1.2353873519089913,False
2022-11-01,East,24.06320933997688,114.40598168399606,421.5882657473104,10.207610265681987,2022,11,Autumn,2020,25.577785004975055,101.48012098111371,-0.19272569529343495,False
2022-12-01,East,26.09406230692781,103.26234952384232,425.8833723163394,11.072167519236215,2022,12,Winter,2020,25.659650111974525,100.38660131019664,0.1390425429450893,False
2023-01-01,East,30.25241057730141,112.65491298956496,434.2829758446408,9.299982934108998,2023,1,Winter,2020,25.753059391061484,99.38567007748321,0.8183668968471696,False
2023-02-01,East,33.58597256937384,110.5121834399514,425.63626913261845,8.961224185396665,2023,2,Winter,2020,25.883757880865502,97.42760161586727,1.362950875681072,False
2023-03-01,East,33.10026110853801,91.73987504183152,426.5759154859885,9.62226634111772,2023,3,Spring,2020,26.031951250536114,95.37623611837553,1.2836031147765983,False
2023-04-01,East,32.33994085180364,68.49926482029075,427.3306000372673,10.043666345547296,2023,4,Spring,2020,26.095493141546935,93.22779411257731,1.1593941660349545,False
2023-05-01,East,28.823313851134976,79.39953307894582,426.3785076198793,10.008916269787008,2023,5,Spring,2020,25.898045217475907,93.97849867444852,0.5849039574673062,False
2023-06-01,East,28.238742220308595,72.81873956823205,425.4012748235683,10.21501134367257,2023,6,Summer,2020,26.13846662226196,93.84090960504726,0.48940600501106835,False
2023-07-01,East,23.9487085674178,53.32181338916906,424.8810780205511,10.96772770066913,2023,7,Summer,2020,26.28920439584959,92.31101146788002,-0.2114309980440863,False
2023-08-01,East,17.979402224048563,78.04497710466914,426.3336772370148,8.771310779862818,2023,8,Summer,2020,26.182952755699464,91.90361001666567,-1.1866006835280227,False
2023-09-01,East,19.331310295525647,85.77587015156047,426.8184067035589,8.905017144100842,2023,9,Autumn,2020,26.286508191321683,90.1207918103946,-0.9657475905501549,False
2023-10-01,East,19.33957246340574,116.25516138775376,427.4085794014678,10.496813097439857,2023,10,Autumn,2020,26.424742197980247,90.55755518165061,-0.9643978498617755,False
2023-11-01,East,22.03444003568549,147.49201721599474,423.9025787542437,10.02407452680837,2023,11,Autumn,2020,26.255678089289294,93.31472480931717,-0.5241535380917728,False
2023-12-01,East,26.23547378714039,128.0865780427984,427.5414504732637,9.26043152517772,2023,12,Winter,2020,26.26746237930701,95.38341051923017,0.1621440861982512,False
2024-01-01,East,29.16612534819532,104.3083333730668,430.73786447093727,9.731629233599676,2024,1,Winter,2020,26.176938610214833,94.68786221785531,0.6409070105087965,False
2024-02-01,East,30.876376297149115,109.30536494995351,430.7481483365253,11.516877936486017,2024,2,Winter,2020,25.951138920862775,94.5872940103555,0.920300424760767,False
2024-03-01,East,37.42014001384696,87.5483222968265,427.7375807310909,10.578953519108303,2024,3,Spring,2020,26.31112882963852,94.23799794827175,1.9893157572678382,False
2024-04-01,East,32.15047119277808,89.45796856357212,429.28832459066086,9.629345261158814,2024,4,Spring,2020,26.29533969138639,95.98455659354521,1.128441647070009,False
2024-05-01,East,32.26639168758852,79.01157661110352,435.306313101974,9.132471299297215,2024,5,Spring,2020,26.58226284442419,95.95222688789168,1.1473788813084584,False
2024-06-01,East,24.65396004260525,83.25875305541717,426.9500590375264,11.012513944257282,2024,6,Summer,2020,26.283530996282238,96.82222801182377,-0.09621830503000185,False
2024-07-01,East,22.627224724952622,72.41889389292999,428.6229667251237,9.86004751063992,2024,7,Summer,2020,26.173407342743477,98.41365138713718,-0.4273138676609789,False
2024-08-01,East,19.34569606797094,99.8963442555754,427.9735948126937,10.42667076505142,2024,8,Summer,2020,26.28726516307034,100.23459864971271,-0.9633974734035446,False
2024-09-01,East,19.944059165483942,97.5508969643748,424.2658612265084,10.83644450118572,2024,9,Autumn,2020,26.338327568900198,101.21585088411389,-0.8656464919590907,False
2024-10-01,East,22.033981889425327,126.8200458699872,430.13069160392223,10.923612794567182,2024,10,Autumn,2020,26.56286168773516,102.09625792430002,-0.5242283826915852,False
2024-11-01,East,21.073328609857537,128.2580036484697,433.3173294298255,9.655593194825718,2024,11,Autumn,2020,26.482769068916166,100.4934234603396,-0.6811645328249822,False
2024-12-01,East,23.103992868325264,117.90551343328984,421.3152144358544,9.651408561611994,2024,12,Winter,2020,26.221812325681572,99.6450014095472,-0.3494271227567058,False
2000-01-01,West,26.47818257895237,123.99267875076458,366.1048181603662,1.9834469283259908,2000,1,Winter,2000,26.47818257895237,123.99267875076458,0.20179396217393897,False
2000-02-01,West,31.050799584965947,85.63908329780374,370.97002475554336,-0.8769913344673216,2000,2,Winter,2000,28.764491081959157,104.81588102428415,0.9487949085311226,False
2000-03-01,West,27.96571017092747,82.73528771141764,372.5228565148304,-0.8221633751151585,2000,3,Spring,2000,28.498230778281926,97.45568325332864,0.44480240077189526,False
2000-04-01,West,29.948417768689204,85.422455947563,366.23194583258686,0.1712347312685506,2000,4,Spring,2000,28.860777525883748,94.44737642688725,0.7687054195311263,False
2000-05-01,West,27.307640891683004,60.183669674887845,370.7879870341818,-0.2756330894809343,2000,5,Spring,2000,28.5501501990436,87.59463507648736,0.3372975794151718,False
2000-06-01,West,24.473325605056843,49.61766324944382,369.9737037931757,1.4482289725402273,2000,6,Summer,2000,27.870679433379138,81.2651397719801,-0.125727466986033,False
2000-07-01,West,20.39766860578559,32.369564157103014,367.9724010628752,0.4399988947741234,2000,7,Summer,2000,26.803106458008635,74.28005754128337,-0.7915430451284778,False
2000-08-01,West,18.328371655707294,57.58178368131846,365.31171917054274,0.7239142460262682,2000,8,Summer,2000,25.743764607720966,72.19277330878776,-1.129591645737197,False
2000-09-01,West,19.663882850198785,85.98398007620419,369.976724061574,0.0841992974757392,2000,9,Autumn,2000,25.0682221902185,73.72512961627848,-0.9114172119624576,False
2000-10-01,West,17.89318938556008,94.3437530902646,372.2014735829294,1.2684926825795555,2000,10,Autumn,2000,24.350718909752658,75.78699196367708,-1.200684756577294,False
2000-11-01,West,21.059096514370943,110.90905703986289,373.6815644021799,1.5894939555136596,2000,11,Autumn,2000,24.0514805101725,78.97990697060307,-0.6834895446908679,False
2000-12-01,West,24.633682315506405,96.03442071383311,368.4662255543672,-1.1017633078904654,2000,12,Winter,2000,24.09999732728366,80.40111644920557,-0.09953095538162497,False
2001-01-01,West,25.027675718404534,108.40346282102678,370.17405735434977,0.8593278488147154,2001,1,Winter,2000,23.97912175557134,79.10201512172743,-0.035166622126438785,False
2001-02-01,West,27.105173991378997,88.81930980524943,371.84754921901697,0.0129940807617717,2001,2,Winter,2000,23.65031962277243,79.36703399734789,0.30422177929148014,False
2001-03-01,West,29.242684834852916,78.2101655860831,372.4033720413275,0.6423056754400736,2001,3,Spring,2000,23.75673417809955,78.98994048690335,0.6534140735124623,False
2001-04-01,West,29.352420288149293,68.08322508625592,373.90092178976215,-0.1124515610277427,2001,4,Spring,2000,23.70706772138789,77.54500458179443,0.6713408947077479,False
2001-05-01,West,28.78955471170372,43.06985217772073,373.44092310015,-0.1509397783027721,2001,5,Spring,2000,23.830560539722953,76.11885312369718,0.5793889298430401,False
2001-06-01,West,22.1337120266152,68.72265904097527,371.5565502412551,0.0110706058871634,2001,6,Summer,2000,23.635592741519478,77.7109361063248,-0.5079360698293464,False
2001-07-01,West,18.76916719469512,41.27955275662504,376.3516598623041,0.3634308774979967,2001,7,Summer,2000,23.499884290595276,78.45343515628495,-1.0575815289176835,False
2001-08-01,West,18.21838075159048,131.91805339074642,381.624449096206,-1.100594542241565,2001,8,Summer,2000,23.490718381918878,84.64812429873729,-1.1475601983970605,False
2001-09-01,West,15.988755573282798,76.12035031092547,373.55966624112256,-1.3296597159079369,2001,9,Autumn,2000,23.184457775509205,83.82615515163073,-1.5118006576411334,False
2001-10-01,West,18.33126905668484,98.69578896898392,373.9022846412598,0.8006133122216974,2001,10,Autumn,2000,23.220964414769607,84.18882480819067,-1.1291183147607877,False
2001-11-01,West,21.668246588386246,93.25826379041555,377.5307091548916,0.8829096798638866,2001,11,Autumn,2000,23.27172692093755,82.71792537073672,-0.583976359754419,False
2001-12-01,West,24.114024923918063,114.07565627121376,377.0891475285718,-0.3255223104895154,2001,12,Winter,2000,23.22842213830518,84.22136166718512,-0.1844242588853921,False
2002-01-01,West,29.44138586742794,108.281456936336,372.38324527324335,0.2827551035955563,2002,1,Winter,2000,23.596231317390465,84.21119451012756,0.6858746664684189,False
2002-02-01,West,34.410562012430546,96.78358166445362,372.9012960218181,1.8005170023547885,2002,2,Winter,2000,24.2050136524781,84.8748838317279,1.4976590949588786,False
2002-03-01,West,29.46277030247176,87.71401794903767,375.20277486171824,-0.1711036937737706,2002,3,Spring,2000,24.223354108113,85.66687152864078,0.689368113042676,False
2002-04-01,West,28.84806087812016,48.82823330137717,372.3083425832873,0.6463055425884479,2002,4,Spring,2000,24.181324157277242,84.06228887990089,0.5889467304686637,False
2002-05-01,West,26.83279711620625,63.84723305375457,376.9272357855399,1.5806973496538113,2002,5,Spring,2000,24.01826102431912,85.79373728623703,0.25972520692334383,False
2002-06-01,West,27.439786727616585,46.05650147260396,372.449857774098,0.8631595067014237,2002,6,Summer,2000,24.46043391606923,83.9048908222061,0.358885450074299,False
2002-07-01,West,22.051573737732333,67.98984787946165,376.84488888536254,0.6354314086310299,2002,7,Summer,2000,24.73396779465567,86.13074874910915,-0.5213545082087183,False
2002-08-01,West,18.157659370287615,27.217234554225904,373.2880015065772,1.1830101408129308,2002,8,Summer,2000,24.728907679547095,77.40568051273245,-1.157479885359188,False
2002-09-01,West,17.35473242911279,87.60144848149747,379.8482733388769,1.6576220640898731,2002,9,Autumn,2000,24.842739084199597,78.36243869361344,-1.2886492319553442,False
2002-10-01,West,18.19591058498411,112.81054690323624,373.3234545486216,0.7685653349097352,2002,10,Autumn,2000,24.831459211557867,79.5386685214678,-1.1512310144084799,False
2002-11-01,West,21.063456211359263,105.63276564750488,373.5275147128123,0.7613473029426328,2002,11,Autumn,2000,24.781060013472285,80.56987700955858,-0.6827773272075705,False
2002-12-01,West,23.47673338813288,118.29840912546469,378.08933080554505,1.6154510682821686,2002,12,Winter,2000,24.727952385490187,80.92177308074615,-0.288534745224151,False
2003-01-01,West,28.82878785430293,100.8796936787047,376.955118135037,2.1211194115979466,2003,1,Winter,2000,24.676902551063105,80.30495947594355,0.5857982124511473,False
2003-02-01,West,31.308509324632663,83.91144967476671,378.03187306061,0.9806981948723006,2003,2,Winter,2000,24.418398160413275,79.2322818101363,0.9908953991611765,False
2003-03-01,West,31.05667755777857,69.23262646372345,378.0729393464135,0.6628725892499977,2003,3,Spring,2000,24.551223765022183,77.6921658530268,0.9497551576068525,False
2003-04-01,West,30.75747421163414,55.426773971879,377.4648511154622,1.069771869873422,2003,4,Spring,2000,24.710341542815012,78.24204424223528,0.9008761059764211,False
2003-05-01,West,32.41661526954525,45.30732307534667,380.6350907771272,1.8903945724253624,2003,5,Spring,2000,25.175659722259923,76.69705174403461,1.1719200046387654,False
2003-06-01,West,25.640325357628377,60.17306203738326,380.5852127553916,2.2879361504101805,2003,6,Summer,2000,25.025704608094244,77.87343179109955,0.06491826573618555,False
2003-07-01,West,22.81815790048177,61.41553897391337,372.7978831399431,1.4739450812077972,2003,7,Summer,2000,25.089586621656693,77.3255727156372,-0.39612226280457363,False
2003-08-01,West,17.945437867965023,74.54402001120718,379.4530396062301,2.555192226300692,2003,8,Summer,2000,25.071901496463145,81.26947150371898,-1.1921492361628598,False
2003-09-01,West,19.681662614673574,84.80518678108224,384.60250999015454,1.9624346291675887,2003,9,Autumn,2000,25.265812345259874,81.03644969535104,-0.9085126387451494,False
2003-10-01,West,17.30785756648088,104.97220191606438,381.1679685320693,1.226851940010135,2003,10,Autumn,2000,25.191807927051276,80.38325427975339,-1.2963068964175877,False
2003-11-01,West,21.97958756983188,105.6617625470124,377.1139281662059,2.825860060113512,2003,11,Autumn,2000,25.268152206923997,80.38567068804566,-0.5331144556251639,False
2003-12-01,West,22.692804099559112,121.36657357758985,383.27159823756006,1.8691516045641805,2003,12,Winter,2000,25.202824766209513,80.6413510590561,-0.41660055954264436,False
2004-01-01,West,26.26043261396484,97.6765942238534,377.6856367032344,1.6139072165047668,2004,1,Winter,2000,24.988795162848007,80.37442610448515,0.16622145966585442,False
2004-02-01,West,26.520134495541345,93.59666089785956,381.6634018101947,1.7804664475070269,2004,2,Winter,2000,24.5897639270904,81.1815270397429,0.20864739454149742,False
2004-03-01,West,31.44576490383551,73.74750239885115,379.17789672905866,3.030342568628236,2004,3,Spring,2000,24.622187872595138,81.55776670100353,1.0133180178546928,False
2004-04-01,West,28.478312033977176,54.63099191404348,380.6401982223284,2.5079430267908966,2004,4,Spring,2000,24.432257691123727,81.49145152951725,0.5285430850012993,False
2004-05-01,West,28.79746440014926,46.431672472060654,381.0892349931325,1.5887313426530487,2004,5,Spring,2000,24.13066178534073,81.58514731257675,0.5806810880855605,False
2004-06-01,West,26.479597923467857,49.73583268654738,380.7241508345415,2.552690961967665,2004,6,Summer,2000,24.20060116582735,80.7153782000071,0.20202517849734833,False
